impacto_presupuestario_anio,impacto_presupuestario_mes,ejercicio_presupuestario,sector_id,sector_desc,subsector_id,subsector_desc,caracter_id,caracter_desc,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,entidad_id,entidad_desc,servicio_id,servicio_desc,tipo_id,tipo_desc,clase_id,clase_desc,concepto_id,concepto_desc,subconcepto_id,subconcepto_desc,fuente_financiamiento_id,fuente_financiamiento_id_desc,clasificador_economico_8_digitos_id,clasificador_economico_8_digitos_desc,prestamo_externo_id,prestamo_externo_desc,recurso_inicial,recurso_vigente,recurso_ingresado_percibido,ultima_actualizacion_fecha
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,315,Imprenta del Congreso de la Nación,14,Venta de bienes y servicios de administraciones públicas,1,Venta de bienes,1,Venta de bienes varios de la Administración Nacional,60,Imprenta del Congreso,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,60,60,0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,11,Ingresos impositivos,9,Otros impuestos,9,Otros,29,Varios,1.3,Recursos con Afectación Específica,11123000,Otros impuestos,0,GENERICO,"1210,831626","1210,831626","59,18327806",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,5,Poder Judicial de la Nación,0,Poder Judicial de la Nación,0,Poder Judicial de la Nación,320,Consejo de la Magistratura,11,Ingresos impositivos,9,Otros impuestos,9,Otros,43,Fondo Nacional de la Justicia-3.5% Tributarios del Tesoro,1.3,Recursos con Afectación Específica,11123000,Otros impuestos,0,GENERICO,"318566,209969","318566,209969",0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,5,Poder Judicial de la Nación,0,Poder Judicial de la Nación,0,Poder Judicial de la Nación,320,Consejo de la Magistratura,12,Ingresos no impositivos,9,Otros ingresos no impositivos,2,Especificados,43,Fondo Nacional de Justicia,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"1403,105","1403,105",0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,5,Poder Judicial de la Nación,0,Poder Judicial de la Nación,0,Poder Judicial de la Nación,335,Corte Suprema de Justicia de la Nación,11,Ingresos impositivos,9,Otros impuestos,9,Otros,43,Fondo Nacional de la Justicia-3.5% Tributarios del Tesoro,1.3,Recursos con Afectación Específica,11123000,Otros impuestos,0,GENERICO,"61973,631291","61973,631291","3541,32926658",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,5,Poder Judicial de la Nación,0,Poder Judicial de la Nación,0,Poder Judicial de la Nación,335,Corte Suprema de Justicia de la Nación,12,Ingresos no impositivos,1,Tasas,5,Judiciales,43,Fondo Nacional de la Justicia,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"7396,162","7396,162","191,79153315",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,5,Poder Judicial de la Nación,0,Poder Judicial de la Nación,0,Poder Judicial de la Nación,335,Corte Suprema de Justicia de la Nación,12,Ingresos no impositivos,9,Otros ingresos no impositivos,2,Especificados,43,Fondo Nacional de Justicia,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"272,959","272,959","4805,7322798",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,5,Poder Judicial de la Nación,0,Poder Judicial de la Nación,0,Poder Judicial de la Nación,335,Corte Suprema de Justicia de la Nación,12,Ingresos no impositivos,9,Otros ingresos no impositivos,2,Especificados,93,Corte Suprema de Justicia - Varios no Tributarios,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"34708,059","34708,059",0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,10,Ministerio Público,0,Ministerio Público,0,Ministerio Público,360,Procuración General de la Nación,14,Venta de bienes y servicios de administraciones públicas,2,Venta de servicios,1,Venta de servicios varios de la Administración Nacional,29,Otros,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,"218,211756","218,211756","23,89896529",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,10,Ministerio Público,0,Ministerio Público,0,Ministerio Público,361,Defensoría General de la Nación,12,Ingresos no impositivos,9,Otros ingresos no impositivos,9,Otros,29,Otros,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,195,195,0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,10,Ministerio Público,0,Ministerio Público,0,Ministerio Público,361,Defensoría General de la Nación,14,Venta de bienes y servicios de administraciones públicas,2,Venta de servicios,1,Venta de servicios varios de la Administración Nacional,94,Defensoría General de la Nación,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,"34,658","34,658",0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,20,Presidencia de la Nación,8,Agencia Federal de Inteligencia,0,Agencia Federal de Inteligencia,302,Agencia Federal de Inteligencia,21,Recursos propios de capital,1,Venta de activos,3,Venta de maquinarias y equipos,0,Venta de maquinarias y equipos,1.3,Recursos con Afectación Específica,12111000,De activos fijos,0,GENERICO,93,93,0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,25,Jefatura de Gabinete de Ministros,1,Jefatura de Gabinete de Ministros,0,Jefatura de Gabinete de Ministros,305,Jefatura de Gabinete de Ministros,13,Aportes y contribuciones,1,Aportes y contribuciones a la seguridad social,2,Contribuciones patronales,29,Otras,1.3,Recursos con Afectación Específica,11200000,Aportes y contribuciones a la seguridad social,0,GENERICO,"826,777","826,777","89,01600692",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,25,Jefatura de Gabinete de Ministros,2,Secretaría de Políticas Integrales sobre Drogas de la Nación Argentina (SEDRONAR),0,Secretaría de Políticas Integrales sobre Drogas de la Nación Argentina (SEDRONAR),303,Secretaría de Políticas Integrales sobre Drogas de la Nación Argentina (SEDRONAR),14,Venta de bienes y servicios de administraciones públicas,1,Venta de bienes,1,Venta de bienes varios de la Administración Nacional,32,LEY 23.737 - ARTICULO 39 (LEY DE ESTUPEFACIENTES),1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,"22,117","22,117","3,58071716",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,325,Ministerio del Interior,11,Ingresos impositivos,2,Sobre el patrimonio,5,Bienes Personales,85,ATN 1% Bienes Personales,1.3,Recursos con Afectación Específica,11112000,Sobre el patrimonio,0,GENERICO,"6402,489836","6402,489836","213,50901163",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,325,Ministerio del Interior,11,Ingresos impositivos,9,Otros impuestos,9,Otros,76,Fondo ATN a Provincias - 1% Coparticipados brutos,1.3,Recursos con Afectación Específica,11123000,Otros impuestos,0,GENERICO,"176476,127679","176476,127679","11280,53045461",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,30,Ministerio del Interior,0,Ministerio del Interior,0,Ministerio del Interior,325,Ministerio del Interior,12,Ingresos no impositivos,1,Tasas,9,Otras,52,Superintendencia Nacional de Fronteras,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"100,841949","100,841949","4,0592",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",307,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",11,Ingresos impositivos,7,Sobre el comercio y las transacciones internacionales,3,Tasa de estadística,42,MRECIyC-1% de las Importaciones Sujetas a Estadística,1.3,Recursos con Afectación Específica,11122000,Sobre el comercio y las transacciones internacionales,0,GENERICO,"69009,773185","69009,773185","3481,6277127",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",307,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",12,Ingresos no impositivos,1,Tasas,9,Otras,77,MRECIyC - Rentas Consulares,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,242,242,"69,6273",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",307,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",12,Ingresos no impositivos,1,Tasas,9,Otras,78,MRECIYC - RENTAS CONSULARES (TRAMITES EN EL EXTERIOR),1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"1902,7008","1902,7008","594,67024466",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",0,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",307,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",12,Ingresos no impositivos,9,Otros ingresos no impositivos,1,Afectaciones y devoluciones,14,Artículo 35 - Ley 26.895,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"60,984","60,984",0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,12,Ingresos no impositivos,1,Tasas,4,Sociedades por acciones,48,Inspección General de Justicia,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"84,202441","84,202441","7,37895435",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,12,Ingresos no impositivos,1,Tasas,6,Sociedades de capitalización,48,Inspección General de Justicia,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"237,253302","237,253302","160,22218117",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,12,Ingresos no impositivos,1,Tasas,9,Otras,51,Dirección Registro de la Propiedad del Automotor,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"45079,047908","45079,047908","2873,27224688",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,12,Ingresos no impositivos,1,Tasas,9,Otras,84,Mediación y Connciliación Ley 24.573,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"24,264","24,264","0,09559825",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,12,Ingresos no impositivos,2,Derechos,3,Derechos de inscripción,84,Mediación y Conciliación Ley 24573,1.3,Recursos con Afectación Específica,11320000,Derechos,0,GENERICO,"6,175","6,175","0,4949",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,1,Ministerio de Justicia y Derechos Humanos,0,Ministerio de Justicia y Derechos Humanos,332,Ministerio de Justicia y Derechos Humanos,12,Ingresos no impositivos,6,Multas,1,Multas por infracciones,84,Mediación y Conciliación Ley 24573,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"0,541559","0,541559",0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,2,Servicio Penitenciario Federal,0,Servicio Penitenciario Federal,331,Servicio Penitenciario Federal,12,Ingresos no impositivos,9,Otros ingresos no impositivos,2,Especificados,65,Dirección Nacional de Servicio Penitenciario Federal,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,1,1,"0,04177931",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,2,Servicio Penitenciario Federal,0,Servicio Penitenciario Federal,331,Servicio Penitenciario Federal,14,Venta de bienes y servicios de administraciones públicas,2,Venta de servicios,1,Venta de servicios varios de la Administración Nacional,68,Dir. Nac. de Serv. Penitenciario Federal - Producidos Varios,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,"38,325","38,325","4,702875",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,2,Servicio Penitenciario Federal,0,Servicio Penitenciario Federal,334,Ente de Cooperación Técnica y Financiera del Servicio Penitenciario Federal,14,Venta de bienes y servicios de administraciones públicas,1,Venta de bienes,1,Venta de bienes varios de la Administración Nacional,95,LEY 24.372 - ENTE COOPERADOR PENITENCIARIO,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,"46,11435","46,11435","3,03140291",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,40,Ministerio de Justicia y Derechos Humanos,2,Servicio Penitenciario Federal,0,Servicio Penitenciario Federal,334,Ente de Cooperación Técnica y Financiera del Servicio Penitenciario Federal,14,Venta de bienes y servicios de administraciones públicas,2,Venta de servicios,1,Venta de servicios varios de la Administración Nacional,95,LEY 24.372 - ENTE COOPERADOR PENITENCIARIO,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,"5,445","5,445",0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,1,Ministerio de Seguridad,0,Ministerio de Seguridad,343,Ministerio de Seguridad,12,Ingresos no impositivos,6,Multas,1,Multas por infracciones,7,Multas Registro Nacional de Precursores Químicos art. 14 y 18 Ley 26. 045,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"4,25","4,25","0,12419328",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,1,Ministerio de Seguridad,0,Ministerio de Seguridad,343,Ministerio de Seguridad,12,Ingresos no impositivos,9,Otros ingresos no impositivos,1,Afectaciones y devoluciones,10,LEY 25.848 - SUBSIDIO CUERPO BOMBEROS VOLUNTARIOS,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"7528,647644","7528,647644","2602,14983384",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,1,Ministerio de Seguridad,0,Ministerio de Seguridad,343,Ministerio de Seguridad,14,Venta de bienes y servicios de administraciones públicas,1,Venta de bienes,1,Venta de bienes varios de la Administración Nacional,29,Otros,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,"0,336","0,336",0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,4,Policía Federal Argentina,0,Policía Federal Argentina,326,Policía Federal Argentina,12,Ingresos no impositivos,5,Alquileres,1,Alquileres de inmuebles,2,Decreto 1.382/12 - Artículo 15 - 70%,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"27,7891","27,7891",0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,4,Policía Federal Argentina,0,Policía Federal Argentina,326,Policía Federal Argentina,12,Ingresos no impositivos,5,Alquileres,1,Alquileres de inmuebles,58,Policía Federal,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,"3,34578372",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,4,Policía Federal Argentina,0,Policía Federal Argentina,326,Policía Federal Argentina,12,Ingresos no impositivos,9,Otros ingresos no impositivos,2,Especificados,58,Policía Federal,1.1,Tesoro Nacional,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,4,Policía Federal Argentina,0,Policía Federal Argentina,326,Policía Federal Argentina,12,Ingresos no impositivos,9,Otros ingresos no impositivos,2,Especificados,58,Policía Federal,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"25,6567","25,6567","3,91686049",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,4,Policía Federal Argentina,0,Policía Federal Argentina,326,Policía Federal Argentina,14,Venta de bienes y servicios de administraciones públicas,1,Venta de bienes,1,Venta de bienes varios de la Administración Nacional,58,Policía Federal,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,"4,1787","4,1787","0,3382",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,4,Policía Federal Argentina,0,Policía Federal Argentina,326,Policía Federal Argentina,14,Venta de bienes y servicios de administraciones públicas,2,Venta de servicios,1,Venta de servicios varios de la Administración Nacional,58,Policía Federal,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,"2541,991109","2541,991109","368,00014452",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,4,Policía Federal Argentina,0,Policía Federal Argentina,326,Policía Federal Argentina,17,Transferencias corrientes,4,Transferencias corrientes de instituciones públicas no financieras,9,Transferencias corrientes de fondos fiduciarios y otros entes del Sector Público Nacional no Financiero,29,Otros,1.4,Transferencias Internas,11722300,De los fondos fiduciarios y otros entes del Sector Público Nacional no Financiero,0,GENERICO,25,25,0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,5,Gendarmería Nacional,0,Gendarmería Nacional,375,Gendarmería Nacional,12,Ingresos no impositivos,5,Alquileres,1,Alquileres de inmuebles,2,Decreto 1.382/12 - Artículo 15 - 70%,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"0,216","0,216",0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,5,Gendarmería Nacional,0,Gendarmería Nacional,375,Gendarmería Nacional,12,Ingresos no impositivos,5,Alquileres,9,Otros alquileres,29,Otros,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,"16,364592",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,5,Gendarmería Nacional,0,Gendarmería Nacional,375,Gendarmería Nacional,12,Ingresos no impositivos,9,Otros ingresos no impositivos,2,Especificados,61,Dirección Nacional de Gendarmería,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"7,026219","7,026219",0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,5,Gendarmería Nacional,0,Gendarmería Nacional,375,Gendarmería Nacional,14,Venta de bienes y servicios de administraciones públicas,2,Venta de servicios,1,Venta de servicios varios de la Administración Nacional,61,Dirección Nacional de Gendarmería,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,"1498,569499","1498,569499","144,13231699",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,6,Prefectura Naval Argentina,0,Prefectura Naval Argentina,380,Prefectura Naval Argentina,12,Ingresos no impositivos,1,Tasas,9,Otras,74,Prefectura Naval Argentina,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,"2539,997407","2539,997407","201,46359285",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,6,Prefectura Naval Argentina,0,Prefectura Naval Argentina,380,Prefectura Naval Argentina,12,Ingresos no impositivos,2,Derechos,9,Otros derechos,74,Prefectura Naval Argentina,1.3,Recursos con Afectación Específica,11320000,Derechos,0,GENERICO,"119,62589","119,62589","1,2729106",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,6,Prefectura Naval Argentina,0,Prefectura Naval Argentina,380,Prefectura Naval Argentina,12,Ingresos no impositivos,6,Multas,1,Multas por infracciones,74,Prefectura Naval Argentina,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"79,427319","79,427319","7,45547208",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,6,Prefectura Naval Argentina,0,Prefectura Naval Argentina,380,Prefectura Naval Argentina,14,Venta de bienes y servicios de administraciones públicas,2,Venta de servicios,1,Venta de servicios varios de la Administración Nacional,2,SERVICIOS REQUERIDOS POR TERCEROS,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,"2275,703499","2275,703499","235,38396546",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,7,Policía de Seguridad Aeroportuaria,0,Policía de Seguridad Aeroportuaria,382,Policía de Seguridad Aeroportuaria,12,Ingresos no impositivos,2,Derechos,3,Derechos de inscripción,12,POLICIA DE SEGURIDAD AEROPORTUARIA,1.3,Recursos con Afectación Específica,11320000,Derechos,0,GENERICO,"3,2","3,2","0,60046",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,7,Policía de Seguridad Aeroportuaria,0,Policía de Seguridad Aeroportuaria,382,Policía de Seguridad Aeroportuaria,12,Ingresos no impositivos,6,Multas,1,Multas por infracciones,29,Otras,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"8,12652","8,12652","1,14656093",Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,7,Policía de Seguridad Aeroportuaria,0,Policía de Seguridad Aeroportuaria,382,Policía de Seguridad Aeroportuaria,12,Ingresos no impositivos,9,Otros ingresos no impositivos,1,Afectaciones y devoluciones,12,POLICIA DE SEGURIDAD AEROPORTUARIA,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"0,63936","0,63936",0,Última actualización del ejercicio 2023: 16 Mayo 2023.
2023,1,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,41,Ministerio de Seguridad,7,Policía de Seguridad Aeroportuaria,0,Policía de Seguridad Aeroportuaria,382,Policía de Seguridad Aeroportuaria,12,Ingresos no impositivos,9,Otros ingresos no impositivos,2,Especificados,12,POLICIA DE SEGURIDAD AEROPORTUARIA,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,"269,427275","269,427275","27,629965",Última actualización del ejercicio 2023: 16 Mayo 2023.
